SG_UF,SG_UE,NM_COLIGACAO
SP,70831,PARTIDO ISOLADO
SP,70831,PARTIDO ISOLADO
SP,70831,PARTIDO ISOLADO
SP,70831,PARTIDO ISOLADO
SP,70831,PARTIDO ISOLADO
SP,70831,PARTIDO ISOLADO
SP,70831,PARTIDO ISOLADO
SP,70831,PARTIDO ISOLADO
SP,70831,PARTIDO ISOLADO
SP,70831,PARTIDO ISOLADO
SP,70831,PARTIDO ISOLADO
SP,70831,PARTIDO ISOLADO
SP,71390,PARTIDO ISOLADO
SP,71390,FEDERAï¿½ï¿½O
SP,71390,FEDERAï¿½ï¿½O
SP,71390,PARTIDO ISOLADO
SP,71595,PARTIDO ISOLADO
SP,71595,PARTIDO ISOLADO
SP,71595,FEDERAï¿½ï¿½O
SP,71595,PARTIDO ISOLADO
SP,71595,PARTIDO ISOLADO
SP,71595,PARTIDO ISOLADO
SP,71595,PARTIDO ISOLADO
SP,71595,PARTIDO ISOLADO
SP,71595,PARTIDO ISOLADO
SP,71595,PARTIDO ISOLADO
SP,72176,PARTIDO ISOLADO
SP,72176,PARTIDO ISOLADO
SP,72176,PARTIDO ISOLADO
SP,66532,"JUNTO COM O POVO, POR UMA NOVA HISTORIA"
SP,67512,PARTIDO ISOLADO
SP,61352,PARTIDO ISOLADO
SP,62375,PARTIDO ISOLADO
SP,62375,PARTIDO ISOLADO
SP,61352,FEDERAï¿½ï¿½O
SP,61352,FEDERAï¿½ï¿½O
SP,62375,PARTIDO ISOLADO
SP,62375,PARTIDO ISOLADO
SP,62375,PARTIDO ISOLADO
SP,62375,FEDERAï¿½ï¿½O
SP,61492,PARTIDO ISOLADO
SP,62375,FEDERAï¿½ï¿½O
SP,62375,PARTIDO ISOLADO
SP,62375,PARTIDO ISOLADO
SP,61492,PARTIDO ISOLADO
SP,61492,PARTIDO ISOLADO
SP,62375,PARTIDO ISOLADO
SP,62375,PARTIDO ISOLADO
SP,61492,PARTIDO ISOLADO
SP,62375,PARTIDO ISOLADO
SP,62375,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,61492,PARTIDO ISOLADO
SP,61492,PARTIDO ISOLADO
SP,61492,PARTIDO ISOLADO
SP,61492,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,61492,PARTIDO ISOLADO
SP,61492,PARTIDO ISOLADO
SP,62715,FEDERAï¿½ï¿½O
SP,62715,FEDERAï¿½ï¿½O
SP,61646,PARTIDO ISOLADO
SP,61646,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,61646,PARTIDO ISOLADO
SP,61646,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,61646,PARTIDO ISOLADO
SP,61646,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61646,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,62715,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,64513,FEDERAï¿½ï¿½O
SP,64513,FEDERAï¿½ï¿½O
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,64513,FEDERAï¿½ï¿½O
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61654,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,64513,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,61778,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,61778,FEDERAï¿½ï¿½O
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62596,FEDERAï¿½ï¿½O
SP,62596,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62596,PARTIDO ISOLADO
SP,62596,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,64777,FEDERAï¿½ï¿½O
SP,64777,FEDERAï¿½ï¿½O
SP,62111,PARTIDO ISOLADO
SP,62596,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62596,PARTIDO ISOLADO
SP,62596,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62634,PARTIDO ISOLADO
SP,64777,FEDERAï¿½ï¿½O
SP,64777,FEDERAï¿½ï¿½O
SP,62111,PARTIDO ISOLADO
SP,62634,PARTIDO ISOLADO
SP,64777,FEDERAï¿½ï¿½O
SP,64777,FEDERAï¿½ï¿½O
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62111,FEDERAï¿½ï¿½O
SP,62634,PARTIDO ISOLADO
SP,62634,PARTIDO ISOLADO
SP,64777,FEDERAï¿½ï¿½O
SP,64777,PARTIDO ISOLADO
SP,62111,PARTIDO ISOLADO
SP,62634,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,62650,PARTIDO ISOLADO
SP,62650,PARTIDO ISOLADO
SP,62650,PARTIDO ISOLADO
SP,62650,PARTIDO ISOLADO
SP,62650,PARTIDO ISOLADO
SP,62650,PARTIDO ISOLADO
SP,62634,PARTIDO ISOLADO
SP,62634,PARTIDO ISOLADO
SP,62634,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,62871,PARTIDO ISOLADO
SP,62871,PARTIDO ISOLADO
SP,62871,PARTIDO ISOLADO
SP,62634,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,62871,PARTIDO ISOLADO
SP,62871,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,62871,PARTIDO ISOLADO
SP,62839,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,61760,PARTIDO ISOLADO
SP,62839,FEDERAï¿½ï¿½O
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,61760,PARTIDO ISOLADO
SP,61760,PARTIDO ISOLADO
SP,62839,PARTIDO ISOLADO
SP,62839,PARTIDO ISOLADO
SP,62839,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,61760,PARTIDO ISOLADO
SP,61760,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,62839,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,63070,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64351,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,FEDERAï¿½ï¿½O
SP,63711,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,64777,FEDERAï¿½ï¿½O
SP,65099,FEDERAï¿½ï¿½O
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,65099,FEDERAï¿½ï¿½O
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,63711,FEDERAï¿½ï¿½O
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,63711,FEDERAï¿½ï¿½O
SP,63711,PARTIDO ISOLADO
SP,64777,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,63711,PARTIDO ISOLADO
SP,63711,FEDERAï¿½ï¿½O
SP,63711,FEDERAï¿½ï¿½O
SP,65870,PARTIDO ISOLADO
SP,65099,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65315,PARTIDO ISOLADO
SP,65315,PARTIDO ISOLADO
SP,65315,PARTIDO ISOLADO
SP,65315,PARTIDO ISOLADO
SP,65315,PARTIDO ISOLADO
SP,63738,PARTIDO ISOLADO
SP,63738,PARTIDO ISOLADO
SP,63738,PARTIDO ISOLADO
SP,63738,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,63738,PARTIDO ISOLADO
SP,63738,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,FEDERAï¿½ï¿½O
SP,65951,PARTIDO ISOLADO
SP,63738,FEDERAï¿½ï¿½O
SP,63738,FEDERAï¿½ï¿½O
SP,63738,FEDERAï¿½ï¿½O
SP,65870,FEDERAï¿½ï¿½O
SP,65870,FEDERAï¿½ï¿½O
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65951,PARTIDO ISOLADO
SP,65951,PARTIDO ISOLADO
SP,65951,PARTIDO ISOLADO
SP,65951,PARTIDO ISOLADO
SP,65951,PARTIDO ISOLADO
SP,63738,PARTIDO ISOLADO
SP,63738,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65951,PARTIDO ISOLADO
SP,65951,PARTIDO ISOLADO
SP,65951,PARTIDO ISOLADO
SP,65951,PARTIDO ISOLADO
SP,63738,PARTIDO ISOLADO
SP,65951,FEDERAï¿½ï¿½O
SP,64050,PARTIDO ISOLADO
SP,64050,PARTIDO ISOLADO
SP,64050,PARTIDO ISOLADO
SP,64050,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,FEDERAï¿½ï¿½O
SP,65951,PARTIDO ISOLADO
SP,64050,PARTIDO ISOLADO
SP,64050,PARTIDO ISOLADO
SP,64050,PARTIDO ISOLADO
SP,64050,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,64815,PARTIDO ISOLADO
SP,64815,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,FEDERAï¿½ï¿½O
SP,65870,FEDERAï¿½ï¿½O
SP,65870,FEDERAï¿½ï¿½O
SP,65951,PARTIDO ISOLADO
SP,65951,PARTIDO ISOLADO
SP,65951,PARTIDO ISOLADO
SP,64815,PARTIDO ISOLADO
SP,64815,PARTIDO ISOLADO
SP,64815,PARTIDO ISOLADO
SP,64815,PARTIDO ISOLADO
SP,64815,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,64815,FEDERAï¿½ï¿½O
SP,64815,FEDERAï¿½ï¿½O
SP,65870,PARTIDO ISOLADO
SP,65870,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,65153,PARTIDO ISOLADO
SP,65153,PARTIDO ISOLADO
SP,66516,PARTIDO ISOLADO
SP,66516,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,65153,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66214,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66036,FEDERAï¿½ï¿½O
SP,66214,PARTIDO ISOLADO
SP,66214,PARTIDO ISOLADO
SP,66214,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66214,PARTIDO ISOLADO
SP,66214,FEDERAï¿½ï¿½O
SP,66532,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66214,PARTIDO ISOLADO
SP,66214,PARTIDO ISOLADO
SP,66214,FEDERAï¿½ï¿½O
SP,66532,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66214,FEDERAï¿½ï¿½O
SP,66737,PARTIDO ISOLADO
SP,66737,PARTIDO ISOLADO
SP,66737,PARTIDO ISOLADO
SP,66737,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66737,PARTIDO ISOLADO
SP,66737,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66036,PARTIDO ISOLADO
SP,66737,PARTIDO ISOLADO
SP,66737,PARTIDO ISOLADO
SP,66737,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66532,PARTIDO ISOLADO
SP,66796,PARTIDO ISOLADO
SP,66796,PARTIDO ISOLADO
SP,66176,PARTIDO ISOLADO
SP,66176,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66796,PARTIDO ISOLADO
SP,66176,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66796,PARTIDO ISOLADO
SP,66796,PARTIDO ISOLADO
SP,66672,PARTIDO ISOLADO
SP,66672,PARTIDO ISOLADO
SP,66672,PARTIDO ISOLADO
SP,66672,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66796,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66672,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,FEDERAï¿½ï¿½O
SP,66877,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66877,FEDERAï¿½ï¿½O
SP,66893,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66877,FEDERAï¿½ï¿½O
SP,66877,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66877,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66877,FEDERAï¿½ï¿½O
SP,66877,PARTIDO ISOLADO
SP,66893,FEDERAï¿½ï¿½O
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66818,FEDERAï¿½ï¿½O
SP,66818,FEDERAï¿½ï¿½O
SP,66818,FEDERAï¿½ï¿½O
SP,66818,FEDERAï¿½ï¿½O
SP,67091,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66818,FEDERAï¿½ï¿½O
SP,66818,PARTIDO ISOLADO
SP,62340,PARTIDO ISOLADO
SP,62340,PARTIDO ISOLADO
SP,62340,PARTIDO ISOLADO
SP,62340,FEDERAï¿½ï¿½O
SP,66893,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,62340,PARTIDO ISOLADO
SP,62340,PARTIDO ISOLADO
SP,62340,PARTIDO ISOLADO
SP,62340,PARTIDO ISOLADO
SP,67458,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,67458,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,FEDERAï¿½ï¿½O
SP,66893,FEDERAï¿½ï¿½O
SP,66893,FEDERAï¿½ï¿½O
SP,66893,FEDERAï¿½ï¿½O
SP,66818,FEDERAï¿½ï¿½O
SP,66818,FEDERAï¿½ï¿½O
SP,67652,PARTIDO ISOLADO
SP,66893,FEDERAï¿½ï¿½O
SP,66893,FEDERAï¿½ï¿½O
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,67652,PARTIDO ISOLADO
SP,67652,PARTIDO ISOLADO
SP,66893,FEDERAï¿½ï¿½O
SP,66893,FEDERAï¿½ï¿½O
SP,66818,PARTIDO ISOLADO
SP,67652,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,68152,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66818,PARTIDO ISOLADO
SP,66915,PARTIDO ISOLADO
SP,68152,PARTIDO ISOLADO
SP,68152,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66915,PARTIDO ISOLADO
SP,66915,FEDERAï¿½ï¿½O
SP,68152,PARTIDO ISOLADO
SP,68152,PARTIDO ISOLADO
SP,68152,PARTIDO ISOLADO
SP,68152,PARTIDO ISOLADO
SP,66893,PARTIDO ISOLADO
SP,66915,PARTIDO ISOLADO
SP,66915,PARTIDO ISOLADO
SP,66915,PARTIDO ISOLADO
SP,68152,PARTIDO ISOLADO
SP,67199,PARTIDO ISOLADO
SP,68411,PARTIDO ISOLADO
SP,68411,PARTIDO ISOLADO
SP,68730,PARTIDO ISOLADO
SP,68730,PARTIDO ISOLADO
SP,68730,PARTIDO ISOLADO
SP,68730,PARTIDO ISOLADO
SP,68730,PARTIDO ISOLADO
SP,67199,PARTIDO ISOLADO
SP,67199,PARTIDO ISOLADO
SP,68730,PARTIDO ISOLADO
SP,68730,PARTIDO ISOLADO
SP,68730,FEDERAï¿½ï¿½O
SP,68730,FEDERAï¿½ï¿½O
SP,68730,FEDERAï¿½ï¿½O
SP,67199,PARTIDO ISOLADO
SP,67199,FEDERAï¿½ï¿½O
SP,67199,PARTIDO ISOLADO
SP,68411,PARTIDO ISOLADO
SP,68411,FEDERAï¿½ï¿½O
SP,68730,PARTIDO ISOLADO
SP,67199,PARTIDO ISOLADO
SP,67199,PARTIDO ISOLADO
SP,67199,PARTIDO ISOLADO
SP,68411,PARTIDO ISOLADO
SP,68411,PARTIDO ISOLADO
SP,68411,PARTIDO ISOLADO
SP,68730,PARTIDO ISOLADO
SP,68730,FEDERAï¿½ï¿½O
SP,68551,PARTIDO ISOLADO
SP,68551,PARTIDO ISOLADO
SP,68411,PARTIDO ISOLADO
SP,68411,PARTIDO ISOLADO
SP,68411,PARTIDO ISOLADO
SP,68730,PARTIDO ISOLADO
SP,68730,PARTIDO ISOLADO
SP,68551,PARTIDO ISOLADO
